Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Guar seed,2016,Kharif     ,Punjab,33300,28700,635.9,5103225,11655,1.04125
Maize,2016,Kharif     ,Punjab,116000,445000,635.9,17777000,40600,3.600769231
Masoor,2016,Rabi       ,Punjab,700,400,635.9,107275,245,0.5425
Moong(Green Gram),2016,Kharif     ,Punjab,4800,4000,635.9,735600,1680,0.8025
Peas & beans (Pulses),2016,Rabi       ,Punjab,3100,4200,635.9,475075,1085,1.375
Rapeseed &Mustard,2016,Rabi       ,Punjab,31700,44800,635.9,4858025,11095,1.461818182
Rice,2016,Kharif     ,Punjab,3046000,12638000,635.9,466799500,1066100,4.066818182
Sesamum,2016,Kharif     ,Punjab,3000,1100,635.9,459750,1050,0.308
Sugarcane,2016,Whole Year ,Punjab,88000,7152000,635.9,13486000,30800,83.69333333
Sunflower,2016,Rabi       ,Punjab,5800,9600,635.9,888850,2030,1.595
Urad,2016,Kharif     ,Punjab,2100,1100,635.9,321825,735,0.684
Wheat,2016,Rabi       ,Punjab,3495000,17636000,635.9,535608750,1223250,4.975
Arhar/Tur,2016,Kharif     ,Uttar Pradesh,337711,362858,965.3,51754210.75,118198.85,1.052222222
Bajra,2016,Kharif     ,Uttar Pradesh,907173,1736339,965.3,139024262.3,317510.55,1.466875
Banana,2016,Summer     ,Uttar Pradesh,3376,186413,965.3,517372,1181.6,55.18416667
Barley,2016,Rabi       ,Uttar Pradesh,169985,460140,965.3,26050201.25,59494.75,2.778266667
Coriander,2016,Rabi       ,Uttar Pradesh,7002,3652,965.3,1073056.5,2450.7,0.533283582
Cotton(lint),2016,Kharif     ,Uttar Pradesh,5635,2018,965.3,863563.75,1972.25,0.357272727
Dry chillies,2016,Kharif     ,Uttar Pradesh,13194,12170,965.3,2021980.5,4617.9,0.933287671
Garlic,2016,Rabi       ,Uttar Pradesh,35151,223546,965.3,5386890.75,12302.85,6.333114754
Ginger,2016,Kharif     ,Uttar Pradesh,916,3756,965.3,140377,320.6,4.085714286
Gram,2016,Rabi       ,Uttar Pradesh,561686,626294,965.3,86078379.5,196590.1,1.237164179
Groundnut,2016,Kharif     ,Uttar Pradesh,94013,85006,965.3,14407492.25,32904.55,0.933898305
Guar seed,2016,Kharif     ,Uttar Pradesh,1831,1312,965.3,280600.75,640.85,0.732537313
Jowar,2016,Kharif     ,Uttar Pradesh,182923,183020,965.3,28032949.75,64023.05,1.03877193
Linseed,2016,Rabi       ,Uttar Pradesh,32381,17415,965.3,4962388.25,11333.35,0.505862069
Maize,2016,Kharif     ,Uttar Pradesh,727231,1364579,965.3,111448150.8,254530.85,1.737808219
Maize,2016,Rabi       ,Uttar Pradesh,12320,34521,965.3,1888040,4312,2.64037037
Maize,2016,Summer     ,Uttar Pradesh,66929,125558,965.3,10256869.25,23425.15,1.884827586
Masoor,2016,Rabi       ,Uttar Pradesh,488964,471524,965.3,74933733,171137.4,0.943066667
Moong(Green Gram),2016,Kharif     ,Uttar Pradesh,44299,18358,965.3,6788821.75,15504.65,0.468474576
Moong(Green Gram),2016,Summer     ,Uttar Pradesh,47594,33556,965.3,7293780.5,16657.9,0.66015625
Onion,2016,Rabi       ,Uttar Pradesh,10526,146606,965.3,1613109.5,3684.1,13.93273973
Onion,2016,Summer     ,Uttar Pradesh,12815,173372,965.3,1963898.75,4485.25,13.28542857
Peas & beans (Pulses),2016,Rabi       ,Uttar Pradesh,384307,529170,965.3,58895047.75,134507.45,1.337671233
Potato,2016,Rabi       ,Uttar Pradesh,575641,13956310,965.3,88216983.25,201474.35,23.69093333
Rapeseed &Mustard,2016,Rabi       ,Uttar Pradesh,689174,857813,965.3,105615915.5,241210.9,1.165866667
Rice,2016,Kharif     ,Uttar Pradesh,5965657,14396168,965.3,914236935.3,2087979.95,2.3668
Rice,2016,Summer     ,Uttar Pradesh,26051,74184,965.3,3992315.75,9117.85,2.484117647
Sannhamp,2016,Kharif     ,Uttar Pradesh,2354,551,965.3,360750.5,823.9,0.238125
Sesamum,2016,Kharif     ,Uttar Pradesh,271079,58123,965.3,41542856.75,94877.65,0.214090909
Small millets,2016,Kharif     ,Uttar Pradesh,9167,5583,965.3,1404842.75,3208.45,0.516071429
Small millets,2016,Summer     ,Uttar Pradesh,81,75,965.3,12413.25,28.35,0.96
Soyabean,2016,Kharif     ,Uttar Pradesh,10520,7081,965.3,1612190,3682,0.692307692
Sugarcane,2016,Kharif     ,Uttar Pradesh,2159841,156948671,965.3,330995633.3,755944.35,64.83346667
Sunflower,2016,Summer     ,Uttar Pradesh,3325,3913,965.3,509556.25,1163.75,1.163076923
Sweet potato,2016,Kharif     ,Uttar Pradesh,15682,175102,965.3,2403266.5,5488.7,11.15094595
Tobacco,2016,Rabi       ,Uttar Pradesh,26250,117229,965.3,4022812.5,9187.5,4.363333333
Tobacco,2016,Summer     ,Uttar Pradesh,1102,2167,965.3,168881.5,385.7,1.97625
Turmeric,2016,Rabi       ,Uttar Pradesh,1146,1512,965.3,175624.5,401.1,1.2534375
Urad,2016,Kharif     ,Uttar Pradesh,594436,321228,965.3,91097317,208052.6,0.587123288
Urad,2016,Summer     ,Uttar Pradesh,49138,32055,965.3,7530398.5,17198.3,0.6740625
Wheat,2016,Rabi       ,Uttar Pradesh,9884913,34971381,965.3,1514862917,3459719.55,3.558666667
Arhar/Tur,2016,Kharif     ,Uttarakhand,2488,2253,1580.9,381286,870.8,0.722
Barley,2016,Rabi       ,Uttarakhand,19834,24622,1580.9,3039560.5,6941.9,1.350769231
Garlic,2016,Whole Year ,Uttarakhand,3818,23465,1580.9,585108.5,1336.3,5.307142857
Gram,2016,Rabi       ,Uttarakhand,743,598,1580.9,113864.75,260.05,0.687
Groundnut,2016,Kharif     ,Uttarakhand,935,1214,1580.9,143288.75,327.25,1.296
Horse-gram,2016,Kharif     ,Uttarakhand,11762,9536,1580.9,1802526.5,4116.7,0.831818182
Linseed,2016,Rabi       ,Uttarakhand,25,10,1580.9,3831.25,8.75,0.253333333
Maize,2016,Kharif     ,Uttarakhand,21692,36649,1580.9,3324299,7592.2,1.57
Maize,2016,Summer     ,Uttarakhand,90,133,1580.9,13792.5,31.5,1.705
Masoor,2016,Rabi       ,Uttarakhand,10291,7667,1580.9,1577095.75,3601.85,0.740769231
Moong(Green Gram),2016,Kharif     ,Uttarakhand,37,18,1580.9,5670.25,12.95,0.333333333
Moong(Green Gram),2016,Summer     ,Uttarakhand,3,3,1580.9,459.75,1.05,1
Moth,2016,Kharif     ,Uttarakhand,8,3,1580.9,1226,2.8,0.215
Onion,2016,Whole Year ,Uttarakhand,3557,29892,1580.9,545110.25,1244.95,7.258333333
Other  Rabi pulses,2016,Rabi       ,Uttarakhand,19,15,1580.9,2911.75,6.65,0.816
Other Cereals,2016,Kharif     ,Uttarakhand,1488,726,1580.9,228036,520.8,0.546666667
Other Cereals,2016,Rabi       ,Uttarakhand,798,678,1580.9,122293.5,279.3,1.424
Other Kharif pulses,2016,Kharif     ,Uttarakhand,12202,11329,1580.9,1869956.5,4270.7,0.9125
Other Summer Pulses,2016,Summer     ,Uttarakhand,12,7,1580.9,1839,4.2,0.58
Peas & beans (Pulses),2016,Rabi       ,Uttarakhand,4232,4149,1580.9,648554,1481.2,0.680833333
Potato,2016,Kharif     ,Uttarakhand,6583,55540,1580.9,1008844.75,2304.05,9.679090909
Potato,2016,Rabi       ,Uttarakhand,5688,68184,1580.9,871686,1990.8,11.89615385
Ragi,2016,Kharif     ,Uttarakhand,106365,157402,1580.9,16300436.25,37227.75,1.542727273
Rapeseed &Mustard,2016,Rabi       ,Uttarakhand,13503,11534,1580.9,2069334.75,4726.05,0.738461538
Rice,2016,Kharif     ,Uttarakhand,251498,582720,1580.9,38542068.5,88024.3,1.779230769
Rice,2016,Summer     ,Uttarakhand,14703,55577,1580.9,2253234.75,5146.05,3.77
Sesamum,2016,Kharif     ,Uttarakhand,1864,544,1580.9,285658,652.4,0.258333333
Small millets,2016,Kharif     ,Uttarakhand,57467,78469,1580.9,8806817.75,20113.45,1.303636364
Soyabean,2016,Kharif     ,Uttarakhand,11431,13612,1580.9,1751800.75,4000.85,0.904166667
Sugarcane,2016,Whole Year ,Uttarakhand,91995,5445379,1580.9,14098233.75,32198.25,63.694
Sunflower,2016,Kharif     ,Uttarakhand,7,4,1580.9,1072.75,2.45,0.57
Tobacco,2016,Whole Year ,Uttarakhand,9,17,1580.9,1379.25,3.15,1.89
Turmeric,2016,Whole Year ,Uttarakhand,855,1749,1580.9,131028.75,299.25,1.975
Urad,2016,Kharif     ,Uttarakhand,12481,10194,1580.9,1912713.25,4368.35,0.862307692
Urad,2016,Summer     ,Uttarakhand,92,53,1580.9,14099,32.2,0.716666667
Wheat,2016,Rabi       ,Uttarakhand,339572,891700,1580.9,52039409,118850.2,1.962307692
other oilseeds,2016,Kharif     ,Uttarakhand,14,10,1580.9,2145.5,4.9,0.743333333
other oilseeds,2016,Rabi       ,Uttarakhand,495,317,1580.9,75858.75,173.25,0.855
Arhar/Tur,2017,Kharif     ,Haryana,4410,5040,417.1,694310.4,1675.8,1.108333333
Bajra,2017,Kharif     ,Haryana,449400,720300,417.1,70753536,170772,1.69047619
Barley,2017,Rabi       ,Haryana,20200,73500,417.1,3180288,7676,3.711333333
Castor seed,2017,Kharif     ,Haryana,900,900,417.1,141696,342,1
Coriander,2017,Whole Year ,Haryana,2211,5287,417.1,348099.84,840.18,2.690588235
Cotton(lint),2017,Kharif     ,Haryana,668500,1622500,417.1,105248640,254030,2.69375
Garlic,2017,Whole Year ,Haryana,4420,51356,417.1,695884.8,1679.6,12.01368421
Ginger,2017,Whole Year ,Haryana,592,4468,417.1,93204.48,224.96,7.713333333
Gram,2017,Rabi       ,Haryana,32100,36100,417.1,5053824,12198,1.284615385
Groundnut,2017,Kharif     ,Haryana,3100,3600,417.1,488064,1178,1.416666667
Guar seed,2017,Kharif     ,Haryana,272500,226700,417.1,42902400,103550,0.766923077
Horse-gram,2017,Kharif     ,Haryana,290,80,417.1,45657.6,110.2,0.145
Jowar,2017,Kharif     ,Haryana,47600,24700,417.1,7494144,18088,0.478181818
Maize,2017,Kharif     ,Haryana,6600,20600,417.1,1039104,2508,2.711
Masoor,2017,Rabi       ,Haryana,1530,1290,417.1,240883.2,581.4,0.846
Moong(Green Gram),2017,Kharif     ,Haryana,13720,6330,417.1,2160076.8,5213.6,0.416666667
Moth,2017,Kharif     ,Haryana,880,240,417.1,138547.2,334.4,0.3625
Onion,2017,Whole Year ,Haryana,29931,701504,417.1,4712336.64,11373.78,23.97666667
Peas & beans (Pulses),2017,Kharif     ,Haryana,15559,135147,417.1,2449608.96,5912.42,9.862857143
Peas & beans (Pulses),2017,Rabi       ,Haryana,1700,2130,417.1,267648,646,1.221111111
Potato,2017,Whole Year ,Haryana,34718,897576,417.1,5466001.92,13192.84,26.06142857
Rapeseed &Mustard,2017,Rabi       ,Haryana,547700,1105400,417.1,86229888,208126,2.027727273
Rice,2017,Kharif     ,Haryana,1422100,4880000,417.1,223895424,540398,3.096190476
Sesamum,2017,Kharif     ,Haryana,1500,700,417.1,236160,570,0.4875
Sugarcane,2017,Whole Year ,Haryana,114900,9708800,417.1,18089856,43662,82.12473684
Sunflower,2017,Kharif     ,Haryana,4900,9500,417.1,771456,1862,3.553333333
Turmeric,2017,Whole Year ,Haryana,829,10898,417.1,130517.76,315.02,12.501
Urad,2017,Kharif     ,Haryana,1500,530,417.1,236160,570,0.32
Wheat,2017,Rabi       ,Haryana,2530500,12265100,417.1,398401920,961590,4.705454545
other oilseeds,2017,Rabi       ,Haryana,1300,2100,417.1,204672,494,1.2
Arhar/Tur,2017,Kharif     ,Himachal Pradesh,45,23,1182.2,7084.8,17.1,0.5
Bajra,2017,Kharif     ,Himachal Pradesh,79,58,1182.2,12437.76,30.02,0.718
Barley,2017,Rabi       ,Himachal Pradesh,19160,33878,1182.2,3016550.4,7280.8,1.69
Coriander,2017,Rabi       ,Himachal Pradesh,104,14,1182.2,16373.76,39.52,0.207142857
Garlic,2017,Rabi       ,Himachal Pradesh,3342,1275,1182.2,526164.48,1269.96,0.584444444
Gram,2017,Rabi       ,Himachal Pradesh,358,373,1182.2,56363.52,136.04,1.027777778
Groundnut,2017,Kharif     ,Himachal Pradesh,36,37,1182.2,5667.84,13.68,0.9275
Horse-gram,2017,Kharif     ,Himachal Pradesh,1614,938,1182.2,254108.16,613.32,0.561
Linseed,2017,Rabi       ,Himachal Pradesh,803,240,1182.2,126424.32,305.14,0.295
Maize,2017,Kharif     ,Himachal Pradesh,280811,711114,1182.2,44210883.84,106708.18,2.886666667
Masoor,2017,Rabi       ,Himachal Pradesh,441,386,1182.2,69431.04,167.58,0.848888889
Moong(Green Gram),2017,Kharif     ,Himachal Pradesh,130,92,1182.2,20467.2,49.4,0.725714286
Moth,2017,Kharif     ,Himachal Pradesh,17,11,1182.2,2676.48,6.46,0.58
Onion,2017,Rabi       ,Himachal Pradesh,594,3732,1182.2,93519.36,225.72,6.06
Other  Rabi pulses,2017,Rabi       ,Himachal Pradesh,10078,40096,1182.2,1586680.32,3829.64,3.981666667
Other Kharif pulses,2017,Kharif     ,Himachal Pradesh,6504,5974,1182.2,1023989.76,2471.52,0.928333333
Peas & beans (Pulses),2017,Rabi       ,Himachal Pradesh,2353,4853,1182.2,370456.32,894.14,2.057272727
Potato,2017,Kharif     ,Himachal Pradesh,6458,63460,1182.2,1016747.52,2454.04,10.488
Potato,2017,Rabi       ,Himachal Pradesh,3413,24219,1182.2,537342.72,1296.94,5.426
Ragi,2017,Kharif     ,Himachal Pradesh,1817,1918,1182.2,286068.48,690.46,0.924285714
Rapeseed &Mustard,2017,Rabi       ,Himachal Pradesh,8326,4542,1182.2,1310845.44,3163.88,0.51
Rice,2017,Kharif     ,Himachal Pradesh,71613,114785,1182.2,11274750.72,27212.94,1.618181818
Sesamum,2017,Kharif     ,Himachal Pradesh,127,58,1182.2,19994.88,48.26,0.447777778
Small millets,2017,Kharif     ,Himachal Pradesh,4098,3306,1182.2,645189.12,1557.24,0.825714286
Soyabean,2017,Kharif     ,Himachal Pradesh,554,929,1182.2,87221.76,210.52,1.684285714
Sugarcane,2017,Whole Year ,Himachal Pradesh,1874,36730,1182.2,295042.56,712.12,17.11714286
Turmeric,2017,Kharif     ,Himachal Pradesh,136,85,1182.2,21411.84,51.68,0.66375
Urad,2017,Kharif     ,Himachal Pradesh,6922,4616,1182.2,1089799.68,2630.36,0.729090909
Wheat,2017,Rabi       ,Himachal Pradesh,342675,603587,1182.2,53950752,130216.5,1.608333333
Arhar/Tur,2017,Kharif     ,Punjab,2600,2700,497.5,409344,988,1.045454545
Bajra,2017,Kharif     ,Punjab,1000,600,497.5,157440,380,0.65
Barley,2017,Rabi       ,Punjab,7700,29900,497.5,1212288,2926,3.723076923
Cotton(lint),2017,Kharif     ,Punjab,291000,1283000,497.5,45815040,110580,4.1875
Gram,2017,Rabi       ,Punjab,1700,2000,497.5,267648,646,1.298571429
Groundnut,2017,Kharif     ,Punjab,1200,2300,497.5,188928,456,1.92
Guar seed,2017,Kharif     ,Punjab,24400,19500,497.5,3841536,9272,1.054285714
Maize,2017,Kharif     ,Punjab,114000,423000,497.5,17948160,43320,3.750833333
Masoor,2017,Rabi       ,Punjab,800,500,497.5,125952,304,0.75
Moong(Green Gram),2017,Kharif     ,Punjab,3500,3000,497.5,551040,1330,0.847
Moong(Green Gram),2017,Rabi       ,Punjab,18000,15500,497.5,2833920,6840,0.862727273
Peas & beans (Pulses),2017,Rabi       ,Punjab,1900,1900,497.5,299136,722,1.24
Rapeseed &Mustard,2017,Rabi       ,Punjab,30500,45700,497.5,4801920,11590,1.469090909
Rice,2017,Kharif     ,Punjab,3065000,13382000,497.5,482553600,1164700,4.252727273
Sesamum,2017,Kharif     ,Punjab,2700,900,497.5,425088,1026,0.292222222
Sugarcane,2017,Whole Year ,Punjab,96000,8024000,497.5,15114240,36480,84.3725
Sunflower,2017,Rabi       ,Punjab,6100,11600,497.5,960384,2318,1.89
Urad,2017,Kharif     ,Punjab,1600,900,497.5,251904,608,0.7375
Wheat,2017,Rabi       ,Punjab,3512000,17830000,497.5,552929280,1334560,5.013181818
Arhar/Tur,2017,Kharif     ,Uttar Pradesh,282271,331672,652.1,44440746.24,107262.98,1.084507042
Bajra,2017,Kharif     ,Uttar Pradesh,925397,1795148,652.1,145694503.7,351650.86,1.634262295
Banana,2017,Summer     ,Uttar Pradesh,69378,3172335,652.1,10922872.32,26363.64,45.97483871
Barley,2017,Rabi       ,Uttar Pradesh,143911,403155,652.1,22657347.84,54686.18,2.886486486
Coriander,2017,Rabi       ,Uttar Pradesh,6790,3541,652.1,1069017.6,2580.2,0.531230769
Cotton(lint),2017,Kharif     ,Uttar Pradesh,4150,1534,652.1,653376,1577,0.355555556
Dry chillies,2017,Kharif     ,Uttar Pradesh,13636,12578,652.1,2146851.84,5181.68,0.928194444
Garlic,2017,Rabi       ,Uttar Pradesh,35219,188609,652.1,5544879.36,13383.22,5.3396875
Ginger,2017,Kharif     ,Uttar Pradesh,877,4167,652.1,138074.88,333.26,4.802
Gram,2017,Rabi       ,Uttar Pradesh,500762,578550,652.1,78839969.28,190289.56,1.201449275
Groundnut,2017,Kharif     ,Uttar Pradesh,87922,89075,652.1,13842439.68,33410.36,1.076440678
Guar seed,2017,Kharif     ,Uttar Pradesh,2077,1487,652.1,327002.88,789.26,0.723529412
Jowar,2017,Kharif     ,Uttar Pradesh,169145,214815,652.1,26630188.8,64275.1,1.150535714
Linseed,2017,Rabi       ,Uttar Pradesh,25695,15461,652.1,4045420.8,9764.1,0.669361702
Maize,2017,Kharif     ,Uttar Pradesh,664457,1456460,652.1,104612110.1,252493.66,1.973013699
Maize,2017,Rabi       ,Uttar Pradesh,13788,41388,652.1,2170782.72,5239.44,2.979298246
Maize,2017,Summer     ,Uttar Pradesh,46098,101045,652.1,7257669.12,17517.24,2.1865
Masoor,2017,Rabi       ,Uttar Pradesh,484391,498327,652.1,76262519.04,184068.58,0.970410959
Moong(Green Gram),2017,Kharif     ,Uttar Pradesh,45050,17766,652.1,7092672,17119,0.400655738
